listing_link,searched_location,title_bed_bats_review,price_per_night,review_count,review_count_link,host_link,host_response_rate,listing_description,cleanliness_ratings,accuracy_ratings,check-in_ratings,communication_ratings,location_ratings,value_ratings,google_map_location_link,facilities
https://www.airbnb.com/rooms/1164978691333212167?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-20&check_out=2024-06-25&source_impression_id=p3_1718223075_P38fKSuQG5h1S_Id&previous_page_section_name=1000&federated_search_id=1dde0793-7170-4daa-aba6-7797f10461d9,Bashundhara Residential Area,Rental unit in Dhaka · ★New · 7 bedrooms · 7 beds · 8 baths,$225 ,,,https://www.airbnb.com/users/show/405419440,,Bring the whole family to this great place with lots of room for fun. Its a 5000 sft 7 bedrooms duplex apartment in Bashundhara area. Very close to 300 feet. Good for any kind of family gathering.,,,,,,,"https://maps.google.com/maps?ll=23.825791,90.433975&z=14&t=m&hl=en&gl=BD&mapclient=apiv3","['Washer', 'TV', 'Air conditioning', 'Fire extinguisher', 'Wifi', 'Kitchen', 'BBQ grill', 'Free parking on premises', 'Smoking allowed', 'Unavailable: Exterior security cameras on property\nExterior security cameras on property', 'Unavailable: Dryer\nDryer', 'Unavailable: Essentials\nEssentials', 'Unavailable: Smoke alarm\nSmoke alarm', 'Unavailable: Carbon monoxide alarm\nCarbon monoxide alarm', 'Unavailable: Heating\nHeating', 'Unavailable: Hot water\nHot water']"
https://www.airbnb.com/rooms/52021994?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718223077_P381qbdQ0f9uuxw3&previous_page_section_name=1000&federated_search_id=eac6027a-aa33-4d9f-98cd-018a39cc79ba,Bashundhara Residential Area,Serviced apartment in Dhaka · ★4.75 · 1 bedroom · 2 beds · 1 bath,$40 ,4 reviews,https://www.airbnb.com/rooms/52021994/reviews?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718223077_P381qbdQ0f9uuxw3&previous_page_section_name=1000&federated_search_id=eac6027a-aa33-4d9f-98cd-018a39cc79ba,https://www.airbnb.com/users/show/120995237,Response rate: 100%,,4.2,3.8,4.2,4.2,4.2,4.2,"https://maps.google.com/maps?ll=23.8206,90.4273&z=14&t=m&hl=en&gl=BD&mapclient=apiv3","['City skyline view', 'Courtyard view', 'Garden view', 'Park view', 'Pool view', 'Hair dryer', 'Cleaning products', 'Shampoo', 'Body soap', 'Outdoor shower', 'Hot water', 'Paid washer – In building', 'Essentials', 'Hangers', 'Bed linens', 'Extra pillows and blankets', 'Room-darkening shades', 'Iron', 'Drying rack for clothing', 'Safe', 'Mosquito net', 'Clothing storage: walk-in closet, closet, wardrobe, and dresser', '43 inch HDTV with Amazon Prime Video, Chromecast, Disney+, Fire TV, HBO Max, Hulu, Netflix, premium cable, Roku, standard cable', 'Exercise equipment: elliptical, free weights, stationary bike, treadmill, yoga mat', 'Books and reading material', 'Movie theater', 'Paid crib - available upon request', 'Paid pack ’n play/travel crib - available upon request', 'Children’s books and toys for ages 0-2 years old, 2-5 years old, 5-10 years old, and 10+ years old', 'Paid standalone high chair - available upon request', 'Children’s dinnerware', 'Changing table - available upon request', 'Window guards', 'Outlet covers', ""Children's playroom"", 'Outdoor playground', 'AC - split type ductless system', 'Ceiling fan', 'Heating - split type ductless system', 'Exterior security cameras on property', 'Fire extinguisher', 'First aid kit', 'Wifi', 'Dedicated workspace', 'Kitchen', 'Sharp refrigerator', 'Microwave', 'Cooking basics', 'Dishes and silverware', 'Mini fridge', 'Freezer', 'Other stainless steel induction stove', 'Stainless steel single oven', 'Hot water kettle', 'Coffee maker: drip coffee maker, espresso machine, Nespresso', 'Wine glasses', 'Toaster', 'Blender', 'Barbecue utensils', 'Dining table', 'Coffee', 'Waterfront', 'Private entrance', 'Laundromat nearby', 'Private patio or balcony', 'Private backyard – Fully fenced', 'Outdoor furniture', 'Outdoor dining area', 'Outdoor kitchen with sink, oven', 'Private BBQ grill: charcoal, electric, gas, wood-burning', 'Sun loungers', 'Free parking on premises', 'Free street parking', 'Private outdoor pool - available all year, open specific hours, heated, infinity, lap pool, rooftop', 'Private sauna', 'Elevator', 'Private gym in building', 'Paid parking garage on premises – 20 spaces', 'Pets allowed', 'Luggage dropoff allowed', 'Smoking allowed', 'Long term stays allowed', 'Self check-in', 'Building staff', 'Cleaning available during stay', 'Unavailable: Dryer\nDryer', 'Unavailable: Smoke alarm\nSmoke alarm', 'Unavailable: Carbon monoxide alarm\nCarbon monoxide alarm']"
https://www.airbnb.com/rooms/1118487839533515530?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-14&check_out=2024-06-19&source_impression_id=p3_1718223080_P3TPUl6xHlsXy2xc&previous_page_section_name=1000&federated_search_id=0b60a835-c366-40fe-aec4-b7d62d72504a,Bashundhara Residential Area,Rental unit in Dhaka · 1 bedroom · 1 bed · 2 baths,$40 ,,,https://www.airbnb.com/users/show/299716078,,"1st floor studio Apartment
 Peaceful and centrally-located place.",,,,,,,"https://maps.google.com/maps?ll=23.8225,90.4378&z=14&t=m&hl=en&gl=BD&mapclient=apiv3","['TV', 'Air conditioning', 'Fire extinguisher', 'First aid kit', 'Wifi', 'Kitchen', 'Free parking on premises', 'Unavailable: Exterior security cameras on property\nExterior security cameras on property', 'Unavailable: Washer\nWasher', 'Unavailable: Dryer\nDryer', 'Unavailable: Essentials\nEssentials', 'Unavailable: Smoke alarm\nSmoke alarm', 'Unavailable: Carbon monoxide alarm\nCarbon monoxide alarm', 'Unavailable: Heating\nHeating', 'Unavailable: Hot water\nHot water']"
https://www.airbnb.com/rooms/567782816697470412?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718223082_P3A8z_3hmfaVCmkt&previous_page_section_name=1000&federated_search_id=858706ca-a4df-4d14-9ab5-e915bac114d7,Bashundhara Residential Area,Serviced apartment in Dhaka · ★4.33 · 1 bedroom · 1 bed · 1 bath,$36 ,9 reviews,https://www.airbnb.com/rooms/567782816697470412/reviews?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718223082_P3A8z_3hmfaVCmkt&previous_page_section_name=1000&federated_search_id=858706ca-a4df-4d14-9ab5-e915bac114d7,https://www.airbnb.com/users/show/120995237,Response rate: 100%,,4.7,4.6,4.9,4.7,4.9,4.6,"https://maps.google.com/maps?ll=23.8206,90.4272&z=14&t=m&hl=en&gl=BD&mapclient=apiv3","['City skyline view', 'Courtyard view', 'Garden view', 'Park view', 'Pool view', 'Hair dryer', 'Cleaning products', 'Shampoo', 'Body soap', 'Outdoor shower', 'Hot water', 'Paid washer – In building', 'Essentials', 'Hangers', 'Bed linens', 'Extra pillows and blankets', 'Room-darkening shades', 'Iron', 'Safe', 'Mosquito net', 'Clothing storage: closet', '43 inch HDTV with Amazon Prime Video, Chromecast, Disney+, Fire TV, HBO Max, Hulu, Netflix, premium cable, Roku, standard cable', 'Exercise equipment: elliptical, free weights, stationary bike, treadmill, yoga mat, workout bench, rowing', 'Books and reading material', 'Movie theater', 'Paid crib - available upon request', 'Paid pack ’n play/travel crib - available upon request', 'Children’s books and toys for ages 0-2 years old, 2-5 years old, 5-10 years old, and 10+ years old', 'Paid standalone high chair - available upon request', 'Children’s dinnerware', 'Changing table - available upon request', 'Window guards', 'Outlet covers', ""Children's playroom"", 'Outdoor playground', 'AC - split type ductless system', 'Ceiling fan', 'Heating - split type ductless system', 'Fire extinguisher', 'First aid kit', 'Wifi', 'Dedicated workspace', 'Kitchen', 'Sharp refrigerator', 'Microwave', 'Cooking basics', 'Dishes and silverware', 'Mini fridge', 'Freezer', 'Other stainless steel induction stove', 'Stainless steel single oven', 'Hot water kettle', 'Coffee maker: drip coffee maker, espresso machine, Nespresso', 'Wine glasses', 'Toaster', 'Blender', 'Barbecue utensils', 'Dining table', 'Coffee', 'Waterfront', 'Private entrance', 'Laundromat nearby', 'Shared patio or balcony', 'Private backyard – Fully fenced', 'Outdoor furniture', 'Outdoor dining area', 'Outdoor kitchen with oven, sink', 'Private BBQ grill: charcoal, electric, gas, wood-burning', 'Sun loungers', 'Free parking on premises', 'Free street parking', 'Private outdoor pool - available all year, open specific hours, heated, infinity, lap pool, rooftop, water slide', 'Private sauna', 'Elevator', 'Private gym in building', 'Paid parking garage on premises – 20 spaces', 'Pets allowed', 'Luggage dropoff allowed', 'Smoking allowed', 'Long term stays allowed', 'Self check-in', 'Building staff', 'Cleaning available during stay', 'Unavailable: Exterior security cameras on property\nExterior security cameras on property', 'Unavailable: Dryer\nDryer', 'Unavailable: Smoke alarm\nSmoke alarm', 'Unavailable: Carbon monoxide alarm\nCarbon monoxide alarm']"
https://www.airbnb.com/rooms/39792659?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-16&check_out=2024-06-21&source_impression_id=p3_1718223082_P3j3DPYLmRG1NbV2&previous_page_section_name=1000&federated_search_id=858706ca-a4df-4d14-9ab5-e915bac114d7,Bashundhara Residential Area,Serviced apartment in Dhaka · ★4.53 · 1 bedroom · 1 bed · 1 bath,$34 ,17 reviews,https://www.airbnb.com/rooms/39792659/reviews?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-16&check_out=2024-06-21&source_impression_id=p3_1718223082_P3j3DPYLmRG1NbV2&previous_page_section_name=1000&federated_search_id=858706ca-a4df-4d14-9ab5-e915bac114d7,https://www.airbnb.com/users/show/120995237,Response rate: 100%,,4.1,4.2,4.2,4.5,4.4,4.3,"https://maps.google.com/maps?ll=23.8206,90.4274&z=14&t=m&hl=en&gl=BD&mapclient=apiv3","['City skyline view', 'Courtyard view', 'Garden view', 'Park view', 'Pool view', 'Hair dryer', 'Cleaning products', 'Shampoo', 'Body soap', 'Outdoor shower', 'Hot water', 'Paid washer – In building', 'Essentials', 'Hangers', 'Bed linens', 'Extra pillows and blankets', 'Room-darkening shades', 'Iron', 'Drying rack for clothing', 'Safe', 'Mosquito net', 'Clothing storage: closet', '43 inch HDTV with Amazon Prime Video, Chromecast, HBO Max, Netflix, premium cable, standard cable', 'Exercise equipment: elliptical, free weights, stationary bike, treadmill, yoga mat, workout bench, rowing', 'Books and reading material', 'Movie theater', 'Paid crib - available upon request', 'Paid pack ’n play/travel crib - available upon request', 'Children’s books and toys for ages 0-2 years old, 2-5 years old, 5-10 years old, and 10+ years old', 'Paid standalone high chair - available upon request', 'Children’s dinnerware', 'Changing table - always at the listing', 'Window guards', 'Outlet covers', ""Children's playroom"", 'Outdoor playground', 'AC - split type ductless system', 'Ceiling fan', 'Heating - split type ductless system', 'Exterior security cameras on property', 'Fire extinguisher', 'First aid kit', 'Wifi', 'Dedicated workspace', 'Kitchen', 'Refrigerator', 'Microwave', 'Cooking basics', 'Dishes and silverware', 'Mini fridge', 'Freezer', 'Other stainless steel induction stove', 'Stainless steel single oven', 'Hot water kettle', 'Coffee maker: drip coffee maker, espresso machine, Nespresso', 'Wine glasses', 'Toaster', 'Blender', 'Barbecue utensils', 'Dining table', 'Coffee', 'Waterfront', 'Private entrance', 'Laundromat nearby', 'Private patio or balcony', 'Private backyard – Fully fenced', 'Outdoor furniture', 'Outdoor dining area', 'Private outdoor kitchen', 'Private BBQ grill: charcoal, gas, wood-burning', 'Sun loungers', 'Free parking on premises', 'Free street parking', 'Private outdoor pool - available all year, open specific hours, heated, infinity, lap pool, rooftop', 'Private sauna', 'Elevator', 'Private gym in building', 'Paid parking garage on premises', 'Pets allowed', 'Luggage dropoff allowed', 'Smoking allowed', 'Long term stays allowed', 'Self check-in', 'Building staff', 'Cleaning available during stay', 'Unavailable: Dryer\nDryer', 'Unavailable: Smoke alarm\nSmoke alarm', 'Unavailable: Carbon monoxide alarm\nCarbon monoxide alarm']"
https://www.airbnb.com/rooms/605550386199563575?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718221310_P3Em4Fej4ByUYMw2&previous_page_section_name=1000&federated_search_id=12d9ba04-8611-4752-8921-99e025dcea4b,Rajshahi,Hotel in Rajshahi · 1 bedroom · 1 bed · 1 private bath,,,,https://www.airbnb.com/users/show/448516426,Response rate: 40%,Enjoy easy access to popular shops and restaurants from this charming place to stay in Rajshahi city. Rajshahi is a divisonal head quarter & it is located in the centre point of the city. You'll enjoy your time at this cheerful getaway.,,,,,,,"https://maps.google.com/maps?ll=24.36601,88.5997&z=14&t=m&hl=en&gl=BD&mapclient=apiv3","['Washer', 'TV', 'Air conditioning', 'Exterior security cameras on property', 'Fire extinguisher', 'First aid kit', 'Wifi', 'Dedicated workspace', 'BBQ grill', 'Paid parking on premises', 'Unavailable: Kitchen\nKitchen', 'Unavailable: Dryer\nDryer', 'Unavailable: Essentials\nEssentials', 'Unavailable: Smoke alarm\nSmoke alarm', 'Unavailable: Carbon monoxide alarm\nCarbon monoxide alarm', 'Unavailable: Heating\nHeating', 'Unavailable: Hot water\nHot water']"
https://www.airbnb.com/rooms/603214978938637045?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718221310_P3zJZWX3Tdn8Yr-f&previous_page_section_name=1000&federated_search_id=12d9ba04-8611-4752-8921-99e025dcea4b,Rajshahi,Hotel in Rajshahi · 1 bedroom · 1 bed · 1 private bath,,,,https://www.airbnb.com/users/show/448516426,Response rate: 40%,"Easily access local hot spots from this hip place in Rajshahi city, the divisional head quarter of Bangladesh. Rajshahi is the cleanest & beautiful city of Bangladesh. You can roam around the tourist attractions from our place easily. Rajshahi is famous for its mouth watering mango and Litchy. You can roam around the orchards near by our hotel and collect fresh fruits directly from the nearby orchards.",,,,,,,"https://maps.google.com/maps?ll=24.37467,88.60665&z=14&t=m&hl=en&gl=BD&mapclient=apiv3","['TV', 'Exercise equipment', 'Air conditioning', 'Exterior security cameras on property', 'Fire extinguisher', 'First aid kit', 'Wifi', 'Dedicated workspace', 'BBQ grill', 'Free parking on premises', 'Unavailable: Kitchen\nKitchen', 'Unavailable: Washer\nWasher', 'Unavailable: Dryer\nDryer', 'Unavailable: Essentials\nEssentials', 'Unavailable: Smoke alarm\nSmoke alarm', 'Unavailable: Carbon monoxide alarm\nCarbon monoxide alarm', 'Unavailable: Heating\nHeating', 'Unavailable: Hot water\nHot water']"
https://www.airbnb.com/rooms/603235701717025119?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718221310_P3IuFm3nIXslERxX&previous_page_section_name=1000&federated_search_id=12d9ba04-8611-4752-8921-99e025dcea4b,Rajshahi,Hotel in Rajshahi · 1 bedroom · 1 bed · 1 private bath,,,,https://www.airbnb.com/users/show/448516426,Response rate: 40%,"Easily access local hot spots from this hip place in Rajshahi city, the divisional head quarter of Bangladesh. Rajshahi is the cleanest & beautiful city of Bangladesh. You can roam around the tourist attractions from our place easily. Rajshahi is famous for its mouth watering mango and Litchy. You can roam around the orchards near by our hotel and collect fresh fruits directly from the nearby orchards.",,,,,,,"https://maps.google.com/maps?ll=24.37452,88.60634&z=14&t=m&hl=en&gl=BD&mapclient=apiv3","['TV', 'Exercise equipment', 'Air conditioning', 'Exterior security cameras on property', 'Fire extinguisher', 'First aid kit', 'Wifi', 'Dedicated workspace', 'BBQ grill', 'Free parking on premises', 'Unavailable: Kitchen\nKitchen', 'Unavailable: Washer\nWasher', 'Unavailable: Dryer\nDryer', 'Unavailable: Essentials\nEssentials', 'Unavailable: Smoke alarm\nSmoke alarm', 'Unavailable: Carbon monoxide alarm\nCarbon monoxide alarm', 'Unavailable: Heating\nHeating', 'Unavailable: Hot water\nHot water']"
https://www.airbnb.com/rooms/605715130792009480?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718221310_P3FmZARU4qhLg2ID&previous_page_section_name=1000&federated_search_id=12d9ba04-8611-4752-8921-99e025dcea4b,Rajshahi,Hotel in Rajshahi · 2 bedrooms · 2 beds · 1 private bath,,,,https://www.airbnb.com/users/show/448516426,Response rate: 40%,This stylish and unique place sets the stage for a memorable trip in Rajshahi. Rajshahi is a divisional head quarter & it is located in the centre point of the city. Ideal for 3 person. You'll enjoy your time at this cheerful getaway.,,,,,,,"https://maps.google.com/maps?ll=24.36668,88.60066&z=14&t=m&hl=en&gl=BD&mapclient=apiv3","['Washer', 'TV', 'Air conditioning', 'Exterior security cameras on property', 'Fire extinguisher', 'First aid kit', 'Wifi', 'Dedicated workspace', 'BBQ grill', 'Paid parking on premises', 'Unavailable: Kitchen\nKitchen', 'Unavailable: Dryer\nDryer', 'Unavailable: Essentials\nEssentials', 'Unavailable: Smoke alarm\nSmoke alarm', 'Unavailable: Carbon monoxide alarm\nCarbon monoxide alarm', 'Unavailable: Heating\nHeating', 'Unavailable: Hot water\nHot water']"
https://www.airbnb.com/rooms/605602506890588085?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718221310_P3W7LVd5hG5pKtC9&previous_page_section_name=1000&federated_search_id=12d9ba04-8611-4752-8921-99e025dcea4b,Rajshahi,Hotel in Rajshahi · 1 bedroom · 2 beds · 1 private bath,,,,https://www.airbnb.com/users/show/448516426,Response rate: 40%,This stylish place is close to must-see destinations in Rajshahi city. Rajshahi is a divisonal head quarter & it is located in the centre point of the city. You'll enjoy your time at this cheerful getaway.,,,,,,,"https://maps.google.com/maps?ll=24.36505,88.60101&z=14&t=m&hl=en&gl=BD&mapclient=apiv3","['Washer', 'TV', 'Air conditioning', 'Exterior security cameras on property', 'Fire extinguisher', 'First aid kit', 'Wifi', 'Dedicated workspace', 'BBQ grill', 'Paid parking on premises', 'Unavailable: Kitchen\nKitchen', 'Unavailable: Dryer\nDryer', 'Unavailable: Essentials\nEssentials', 'Unavailable: Smoke alarm\nSmoke alarm', 'Unavailable: Carbon monoxide alarm\nCarbon monoxide alarm', 'Unavailable: Heating\nHeating', 'Unavailable: Hot water\nHot water']"
https://www.airbnb.com/rooms/605590574258500386?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718221310_P3nTdYyhj1pfbU8y&previous_page_section_name=1000&federated_search_id=12d9ba04-8611-4752-8921-99e025dcea4b,Rajshahi,Hotel in Rajshahi · 1 bedroom · 1 bed · 1 private bath,,,,https://www.airbnb.com/users/show/448516426,Response rate: 40%,Stay in the center of the action in this one-of-a-kind place in Rajshahi. Rajshahi is a divisonal head quarter & it is located in the centre point of the city.,,,,,,,"https://maps.google.com/maps?ll=24.36499,88.59952&z=14&t=m&hl=en&gl=BD&mapclient=apiv3","['Washer', 'TV', 'Air conditioning', 'Exterior security cameras on property', 'Fire extinguisher', 'First aid kit', 'Wifi', 'Dedicated workspace', 'BBQ grill', 'Paid parking on premises', 'Unavailable: Kitchen\nKitchen', 'Unavailable: Dryer\nDryer', 'Unavailable: Essentials\nEssentials', 'Unavailable: Smoke alarm\nSmoke alarm', 'Unavailable: Carbon monoxide alarm\nCarbon monoxide alarm', 'Unavailable: Heating\nHeating', 'Unavailable: Hot water\nHot water']"
https://www.airbnb.com/rooms/603171735132050027?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718221310_P3uERngBiLmpa0yx&previous_page_section_name=1000&federated_search_id=12d9ba04-8611-4752-8921-99e025dcea4b,Rajshahi,Hotel in Rajshahi · 1 bedroom · 1 bed · 1 private bath,,,,https://www.airbnb.com/users/show/448516426,Response rate: 40%,"Enjoy easy access to Varendra Research Museum, other tourist attractions and restaurants from this charming place to stay in Rajshahi city. Rajshahi is the cleanest & beaitiful city of Bangladesh. It is a divisional headquarter. Rajshahi is famous for its mouth watering mango and Litchy. You can roam around the orchards near by our hotel and collect mouth watering fruits directly from the orchards.Enjoy easy access to popular shops and restaurants from this charming place to stay.",,,,,,,"https://maps.google.com/maps?ll=24.37297,88.60794&z=14&t=m&hl=en&gl=BD&mapclient=apiv3","['TV', 'Exercise equipment', 'Air conditioning', 'Exterior security cameras on property', 'Fire extinguisher', 'First aid kit', 'Wifi', 'Dedicated workspace', 'BBQ grill', 'Free parking on premises', 'Unavailable: Kitchen\nKitchen', 'Unavailable: Washer\nWasher', 'Unavailable: Dryer\nDryer', 'Unavailable: Essentials\nEssentials', 'Unavailable: Smoke alarm\nSmoke alarm', 'Unavailable: Carbon monoxide alarm\nCarbon monoxide alarm', 'Unavailable: Heating\nHeating', 'Unavailable: Hot water\nHot water']"
https://www.airbnb.com/rooms/735174287030099737?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1506611006&search_mode=regular_search&check_in=2024-06-16&check_out=2024-06-21&source_impression_id=p3_1718221310_P3P_HTJKjiAn0Lob&previous_page_section_name=1000&federated_search_id=12d9ba04-8611-4752-8921-99e025dcea4b,Rajshahi,Villa in Naogaon District · 1 bedroom · 1 private bath,,,,https://www.airbnb.com/users/show/483121604,,"Stay with native family and get the taste of unique hospitality with local traditional food and many others ethnicity.
Pick and Drop from Airport. 
Fishing, Paddy Field, Mango Garden and tribal village visit.
Ethnic Food with Archeological sight seeing .",,,,,,,"https://maps.google.com/maps?ll=24.7006,88.6778&z=14&t=m&hl=en&gl=BD&mapclient=apiv3","['Garden view', 'Bathtub', 'Hair dryer', 'Cleaning products', 'Shampoo', 'Body soap', 'Outdoor shower', 'Hot water', 'Shower gel', 'Washer', 'Free dryer', 'Essentials', 'Hangers', 'Extra pillows and blankets', 'Room-darkening shades', 'Iron', 'Drying rack for clothing', 'Safe', 'Mosquito net', 'TV', 'Books and reading material', 'Air conditioning', 'Ceiling fan', 'Portable fans', 'First aid kit', 'Wifi', 'Dedicated workspace', 'Kitchen', 'Refrigerator', 'Microwave', 'Cooking basics', 'Dishes and silverware', 'Freezer', 'Dishwasher', 'Stainless steel oven', 'Hot water kettle', 'Blender', 'Rice maker', 'Dining table', 'Coffee', 'Outdoor furniture', 'Outdoor dining area', 'Shared outdoor kitchen', 'BBQ grill', 'Free parking on premises', 'Hot tub', 'Breakfast', 'Unavailable: Lock on bedroom door\nLock on bedroom door', 'Unavailable: Exterior security cameras on property\nExterior security cameras on property', 'Unavailable: Smoke alarm\nSmoke alarm', 'Unavailable: Carbon monoxide alarm\nCarbon monoxide alarm', 'Unavailable: Heating\nHeating']"
https://www.airbnb.com/rooms/605706767941500122?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718221310_P3AZ14FWw7y0H1NM&previous_page_section_name=1000&federated_search_id=12d9ba04-8611-4752-8921-99e025dcea4b,Rajshahi,Hotel in Rajshahi · 1 bedroom · 2 beds · 1 private bath,,,,https://www.airbnb.com/users/show/448516426,Response rate: 40%,This stylish place is close to must-see destinations in Rajshahi city. Rajshahi is a divisional head quarter & it is located in the centre point of the city. Ideal for 3 person. You'll enjoy your time at this cheerful getaway.,,,,,,,"https://maps.google.com/maps?ll=24.36539,88.59998&z=14&t=m&hl=en&gl=BD&mapclient=apiv3","['Washer', 'TV', 'Air conditioning', 'Exterior security cameras on property', 'Fire extinguisher', 'First aid kit', 'Wifi', 'Dedicated workspace', 'BBQ grill', 'Paid parking on premises', 'Unavailable: Kitchen\nKitchen', 'Unavailable: Dryer\nDryer', 'Unavailable: Essentials\nEssentials', 'Unavailable: Smoke alarm\nSmoke alarm', 'Unavailable: Carbon monoxide alarm\nCarbon monoxide alarm', 'Unavailable: Heating\nHeating', 'Unavailable: Hot water\nHot water']"
https://www.airbnb.com/rooms/597731689559030417?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718221313_P3ay04HrLR5hzy8N&previous_page_section_name=1000&federated_search_id=70578f31-0dc5-4a86-ae4e-a2bcb580667e,Rajshahi,Hotel in Rajshahi · 2 bedrooms · 2 beds · 1 private bath,,,,https://www.airbnb.com/users/show/448516426,Response rate: 40%,"This stylish and unique place sets the stage for a memorable trip in Rajshahi. This Royal Suite is a 2 Bedroom suite with gym, swimming pool and complimentary buffet breakfast, ideal for 4 person or a family. You can see the Padma River from our infinity pool.",,,,,,,"https://maps.google.com/maps?ll=24.36733,88.5996&z=14&t=m&hl=en&gl=BD&mapclient=apiv3","['City skyline view', 'Pool view', 'River view', 'Dryer', 'TV', 'Exercise equipment', 'Air conditioning', 'Exterior security cameras on property', 'Fire extinguisher', 'First aid kit', 'Wifi', 'Dedicated workspace', 'Kitchen', 'Private patio or balcony', 'BBQ grill', 'Free parking on premises', 'Shared pool', 'Smoking allowed', 'Self check-in', 'Building staff', 'Unavailable: Washer\nWasher', 'Unavailable: Essentials\nEssentials', 'Unavailable: Smoke alarm\nSmoke alarm', 'Unavailable: Carbon monoxide alarm\nCarbon monoxide alarm', 'Unavailable: Heating\nHeating', 'Unavailable: Hot water\nHot water']"
https://www.airbnb.com/rooms/37314497?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=851430647&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718221313_P3FNr0RRbouyiwms&previous_page_section_name=1000&federated_search_id=70578f31-0dc5-4a86-ae4e-a2bcb580667e,Rajshahi,Home in Hariharpara · 1 bedroom · 1 bed · 1 private bath,,,,https://www.airbnb.com/users/show/280873534,,"Hariharpara is a village, with a police station, in Hariharpara CD Block in Barhampur subdivision of Murshidabad district in the state of West Bengal, India. It is historical place there are many tomb and forts of old age it located there.",,,,,,,"https://maps.google.com/maps?ll=24.04627,88.42288&z=14&t=m&hl=en&gl=BD&mapclient=apiv3","['Essentials', 'Lock on bedroom door', 'First aid kit', 'Private entrance', 'Breakfast', 'Unavailable: Kitchen\nKitchen', 'Unavailable: Wifi\nWifi', 'Unavailable: TV\nTV', 'Unavailable: Washer\nWasher', 'Unavailable: Dryer\nDryer', 'Unavailable: Air conditioning\nAir conditioning', 'Unavailable: Smoke alarm\nSmoke alarm', 'Unavailable: Carbon monoxide alarm\nCarbon monoxide alarm', 'Unavailable: Heating\nHeating', 'Unavailable: Hot water\nHot water']"
