listing_link,base_urls,listing_title,listing_rating,bedrooms,beds,baths,latitude,longitude,price_per_night,review_count,review_count_link,listing_description,host_link,host_response_rate,cleanliness_ratings,accuracy_ratings,check-in_ratings,communication_ratings,location_ratings,value_ratings,facilities,principalSubdivision,city,localityName,country_name,is_bd_division
https://www.airbnb.com/rooms/790532793741346287?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1553133611&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718221290_P30GK9i31fUwftbE&previous_page_section_name=1000&federated_search_id=b602c5ad-ac6a-4064-97d9-38884de6f1cd,https://www.airbnb.com/rooms/790532793741346287,Rental Unit In Lakshmipur District ,, 3  , 3  , 2 ,22.7364,90.8685,,0,,Reconnect with loved ones in this family-friendly place.,https://www.airbnb.com/users/show/480450025,,,,,,,,"['HDTV', 'Air conditioning']",Chittagong,Kamalnagar Upazila,Kamalnagar Upazila,Bangladesh,True
https://www.airbnb.com/rooms/773906013370230186?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1539154376&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718221290_P34r5SYweGr2wIJv&previous_page_section_name=1000&federated_search_id=b602c5ad-ac6a-4064-97d9-38884de6f1cd,https://www.airbnb.com/rooms/773906013370230186,Rental Unit In Barisal ,, 1  , 1  , 1  ,22.69662,90.36086,,0,,Relax with the whole family at this peaceful place to stay.,https://www.airbnb.com/users/show/482843464,,,,,,,,"['HDTV with standard cable', 'Fire extinguisher', 'Dedicated workspace', 'Hammock']",Barisal Division,Barishal,Barishal,Bangladesh,True
https://www.airbnb.com/rooms/733772959582894108?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1505552656&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-20&source_impression_id=p3_1718221290_P3CUE-luaDDnQWzt&previous_page_section_name=1000&federated_search_id=b602c5ad-ac6a-4064-97d9-38884de6f1cd,https://www.airbnb.com/rooms/733772959582894108,Rental Unit In Barisal ,, 1  , 1  , 1  ,22.6958,90.3614,,1,https://www.airbnb.com/rooms/733772959582894108/reviews?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1505552656&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-20&source_impression_id=p3_1718221290_P3CUE-luaDDnQWzt&previous_page_section_name=1000&federated_search_id=b602c5ad-ac6a-4064-97d9-38884de6f1cd,"You will live with my family, it is a central place to move anywhere & believe me you will enjoy the time unlike any other place. Because we share room to make friends only. So we you will see how amazing Bangladeshi families are. See you soon!",https://www.airbnb.com/users/show/482843464,,,,,,,,"['Free washer', 'TV', 'Lock on bedroom door', 'Exterior security cameras on property', 'Fire extinguisher', 'First aid kit', 'Wifi – 9 Mbps', 'Dedicated workspace', 'Kitchen', 'Free parking on premises']",Barisal Division,Barishal,Barishal,Bangladesh,True
https://www.airbnb.com/rooms/663004287409337202?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718221290_P3B8lY3EQ6iulg82&previous_page_section_name=1000&federated_search_id=b602c5ad-ac6a-4064-97d9-38884de6f1cd,https://www.airbnb.com/rooms/663004287409337202,Boutique Hotel In Kuakata ,, 1  , 1  , 1  ,21.8151,90.122,,0,,"Enjoy a luxurious experience when you stay at this special place with pool facility in our partner hotel in Kuakata. Great for family and friends. In addition, luxurious furniture & supplies and stylish residential furnishing open greater opportunities to make your stay exciting and fascinating. Complimentary buffet breakfast and swimming pool facility in our partner hotel. Only we have swimming poll in Kuakata.",https://www.airbnb.com/users/show/448516426,40.0,,,,,,,"['Beach view', 'City skyline view', 'Courtyard view', 'Garden view', 'Marina view', 'Ocean view', 'Park view', 'Resort view', 'Sea view', 'Bathtub', 'Hair dryer', 'Cleaning products', 'Shampoo', 'Hot water', 'Shower gel', 'TV', 'Air conditioning', 'Exterior security cameras on property', 'Fire extinguisher', 'First aid kit', 'Wifi', 'Dedicated workspace', 'Mini fridge', 'Coffee maker', 'Shared beach access – Beachfront', 'Private patio or balcony', 'BBQ grill', 'Free parking on premises', 'Shared pool - available all year, open specific hours', 'Elevator', 'Shared gym in building', 'Private living room', 'Luggage dropoff allowed', 'Breakfast', 'Smoking allowed', 'Long term stays allowed', 'Self check-in', 'Building staff', 'Cleaning available during stay']",Barisal Division,Kalapara,Kalapara,Bangladesh,True
https://www.airbnb.com/rooms/636567375873401024?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718221290_P370-zTnIkotTZzf&previous_page_section_name=1000&federated_search_id=b602c5ad-ac6a-4064-97d9-38884de6f1cd,https://www.airbnb.com/rooms/636567375873401024,Boutique Hotel In Kuakata ,, 1  , 1  , 1  ,21.8165,90.1329,,0,,"Stay in the center of the action in this one-of-a-kind place in Kuakata. Hotel Graver Inn has the maximum facilities you expect from a luxury whether you are with us on a business, pleasure, attending or organizing an event, you have access to arrange of superb comforts and amenities for an effortless and enjoyable stay for creating the perfect balance of modern comforts and nostalgic ambiance.",https://www.airbnb.com/users/show/448516426,40.0,,,,,,,"['Beach view', 'City skyline view', 'Courtyard view', 'TV', 'Air conditioning', 'Exterior security cameras on property', 'Fire extinguisher', 'First aid kit', 'Wifi', 'Dedicated workspace', 'BBQ grill', 'Free parking on premises', 'Smoking allowed']",Barisal Division,Kalapara,Kalapara,Bangladesh,True
https://www.airbnb.com/rooms/646727034315372533?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718221290_P3kUH38ZQezf15m7&previous_page_section_name=1000&federated_search_id=b602c5ad-ac6a-4064-97d9-38884de6f1cd,https://www.airbnb.com/rooms/646727034315372533,Boutique Hotel In Kuakata ,, 1  , 1  , 1  ,21.8156,90.1385,,0,,"Enjoy easy access to sea beach and restaurants from this charming place to stay. Great for couple, and executive. This Room size is 410 Square feet for one couple bed. In addition, luxurious furniture & supplies and stylish residential furnishing open greater opportunity to make your stay exciting and fascinating. It is ideal for honeymooners, who don’t need suites, but would like to have comfort and elegance up to high-quality.",https://www.airbnb.com/users/show/448516426,40.0,,,,,,,"['Beach view', 'Canal view', 'City skyline view', 'Courtyard view', 'Garden view', 'Park view', 'Pool view', 'Resort view', 'Sea view', 'Dryer', 'TV', 'Exercise equipment', 'High chair', 'Air conditioning', 'Exterior security cameras on property', 'Fire extinguisher', 'First aid kit', 'Wifi', 'Dedicated workspace', 'BBQ grill', 'Free parking on premises', 'Pool', 'Gym', 'Smoking allowed', 'Self check-in', 'Building staff']",Barisal Division,Kalapara,Kalapara,Bangladesh,True
https://www.airbnb.com/rooms/854104320006970758?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1613173130&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718221290_P3hRrjuHXdpWAAHv&previous_page_section_name=1000&federated_search_id=b602c5ad-ac6a-4064-97d9-38884de6f1cd,https://www.airbnb.com/rooms/854104320006970758,Home In Bagerhat ,, 1  , 1  , 1.5 ,22.67112,89.74728,,0,,"Kick back and relax in this calm, stylish space.",https://www.airbnb.com/users/show/157072539,,,,,,,,"['Outdoor shower', 'TV', 'Air conditioning', 'Lock on bedroom door', 'First aid kit', 'Wifi', 'Kitchen', 'Free parking on premises']",Khulna Division,Bagerhat,Bagerhat,Bangladesh,True
https://www.airbnb.com/rooms/647661407016778904?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718221290_P3tYjAYv9LoJA0nY&previous_page_section_name=1000&federated_search_id=b602c5ad-ac6a-4064-97d9-38884de6f1cd,https://www.airbnb.com/rooms/647661407016778904,Boutique Hotel In Patuakhali ,, 1  , 2  , 1  ,21.8154,90.1379,,0,,"This stylish place is close to must-see destinations on Kuakata beach. This stylish place is close to must-see destinations on Kuakata beach. Great for a group of 04 pax. This Room size is 410 Square feet. In addition, luxurious furniture & supplies and stylish residential furnishing open greater opportunities to make your stay exciting and fascinating. It is ideal for honeymooners, who don’t need suites, but would like to have comfort and elegance up to high quality.",https://www.airbnb.com/users/show/448516426,40.0,,,,,,,"['Beach view', 'Canal view', 'City skyline view', 'Courtyard view', 'Garden view', 'Lake view', 'Marina view', 'Ocean view', 'Park view', 'Pool view', 'Resort view', 'Sea view', 'TV', 'Exercise equipment', 'Air conditioning', 'Exterior security cameras on property', 'Fire extinguisher', 'First aid kit', 'Wifi', 'Dedicated workspace', 'BBQ grill', 'Free parking on premises', 'Pool', 'Smoking allowed', 'Self check-in', 'Building staff']",Barisal Division,Kalapara,Kalapara,Bangladesh,True
https://www.airbnb.com/rooms/636510683590819371?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718221290_P39u7W_-mg4QUK9q&previous_page_section_name=1000&federated_search_id=b602c5ad-ac6a-4064-97d9-38884de6f1cd,https://www.airbnb.com/rooms/636510683590819371,Boutique Hotel In Kuakata ,, 1  , 1  , 1  ,21.8159,90.1253,,0,,"Enjoy easy access to the sea beach and restaurants from this charming place to stay in Kuakata. Hotel Graver Inn has the maximum facilities you expect from a luxury whether you are with us on a business, pleasure, attending or organizing an event, you have access to arrange of superb comforts and amenities for an effortless and enjoyable stay for creating the perfect balance of modern comforts and nostalgic ambiance.",https://www.airbnb.com/users/show/448516426,40.0,,,,,,,"['Beach view', 'City skyline view', 'Courtyard view', 'TV', 'Air conditioning', 'Exterior security cameras on property', 'Fire extinguisher', 'First aid kit', 'Wifi', 'Dedicated workspace', 'BBQ grill', 'Free parking on premises', 'Smoking allowed', 'Self check-in', 'Building staff']",Barisal Division,Kalapara,Kalapara,Bangladesh,True
https://www.airbnb.com/rooms/636521912181177800?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718221290_P3n--z2kgSPbCZND&previous_page_section_name=1000&federated_search_id=b602c5ad-ac6a-4064-97d9-38884de6f1cd,https://www.airbnb.com/rooms/636521912181177800,Boutique Hotel In Kuakata ,, 1  , 2  , 1  ,21.8158,90.1254,,0,,"Stay in the center of the action in this one-of-a-kind place in Kuakata. Hotel Graver Inn has the maximum facilities you expect from a luxury whether you are with us on a business, pleasure, attending or organizing an event, you have access to arrange of superb comforts and amenities for an effortless and enjoyable stay for creating the perfect balance of modern comforts and nostalgic ambiance.",https://www.airbnb.com/users/show/448516426,40.0,,,,,,,"['Beach view', 'City skyline view', 'Courtyard view', 'TV', 'Air conditioning', 'Exterior security cameras on property', 'Fire extinguisher', 'First aid kit', 'Wifi', 'Dedicated workspace', 'BBQ grill', 'Free parking on premises', 'Smoking allowed', 'Self check-in', 'Building staff']",Barisal Division,Kalapara,Kalapara,Bangladesh,True
https://www.airbnb.com/rooms/636513892825733200?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718221290_P3iXutDcXfuDBcIU&previous_page_section_name=1000&federated_search_id=b602c5ad-ac6a-4064-97d9-38884de6f1cd,https://www.airbnb.com/rooms/636513892825733200,Boutique Hotel In Kuakata ,, 1  , 2  , 1  ,21.8159,90.1254,,0,,"Stay in the center of the action in this one-of-a-kind place in Kuakata. Hotel Graver Inn has the maximum facilities you expect from a luxury whether you are with us on a business, pleasure, attending or organizing an event, you have access to arrange of superb comforts and amenities for an effortless and enjoyable stay for creating the perfect balance of modern comforts and nostalgic ambiance.",https://www.airbnb.com/users/show/448516426,40.0,,,,,,,"['Beach view', 'City skyline view', 'Courtyard view', 'TV', 'Air conditioning', 'Exterior security cameras on property', 'Fire extinguisher', 'First aid kit', 'Wifi', 'Dedicated workspace', 'BBQ grill', 'Free parking on premises', 'Smoking allowed', 'Self check-in', 'Building staff']",Barisal Division,Kalapara,Kalapara,Bangladesh,True
https://www.airbnb.com/rooms/663021750315161768?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718221290_P3L7-yk4G1HBNE2e&previous_page_section_name=1000&federated_search_id=b602c5ad-ac6a-4064-97d9-38884de6f1cd,https://www.airbnb.com/rooms/663021750315161768,Boutique Hotel In Barisal Division ,, 1  , 1  , 1  ,21.8167,90.1238,,0,,"Enjoy easy access to sea beach and restaurants from this charming place to stay. Great for couple, and executive. This Room size is 410 Square feet for one couple bed. In addition, luxurious furniture & supplies and stylish residential furnishing open greater opportunity to make your stay exciting and fascinating. It is ideal for honeymooners, who don’t need suites, but would like to have comfort and elegance up to high-quality. We offer Free swimming pool & complimentary buffet breakfast.",https://www.airbnb.com/users/show/448516426,40.0,,,,,,,"['Beach view', 'City skyline view', 'Courtyard view', 'Garden view', 'Marina view', 'Ocean view', 'Park view', 'Resort view', 'Sea view', 'TV', 'Air conditioning', 'Exterior security cameras on property', 'Fire extinguisher', 'First aid kit', 'Wifi', 'Dedicated workspace', 'BBQ grill', 'Free parking on premises', 'Pool', 'Smoking allowed', 'Self check-in', 'Building staff']",Barisal Division,Kalapara,Kalapara,Bangladesh,True
https://www.airbnb.com/rooms/647702799647528151?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718221290_P35Jccf1bVfawmjX&previous_page_section_name=1000&federated_search_id=b602c5ad-ac6a-4064-97d9-38884de6f1cd,https://www.airbnb.com/rooms/647702799647528151,Boutique Hotel In Patuakhali ,, 2  , 3  , 2 ,21.8156,90.138,,0,,"This stylish place is close to must-see destinations in Kuakata beach. Great for a group of 05 pax. In addition, luxurious furniture & supplies and stylish residential furnishing open greater opportunities to make your stay exciting and fascinating. It is ideal for family vacation, who don’t need suites, but would like to have comfort and elegance up to high quality.",https://www.airbnb.com/users/show/448516426,40.0,,,,,,,"['Beach view', 'Canal view', 'City skyline view', 'Courtyard view', 'Garden view', 'Lake view', 'Marina view', 'Ocean view', 'Park view', 'Pool view', 'Resort view', 'Sea view', 'TV', 'Exercise equipment', 'Air conditioning', 'Exterior security cameras on property', 'Fire extinguisher', 'First aid kit', 'Wifi', 'Dedicated workspace', 'BBQ grill', 'Free parking on premises', 'Shared pool', 'Smoking allowed', 'Self check-in', 'Building staff']",Barisal Division,Kalapara,Kalapara,Bangladesh,True
