listing_link,searched_location,title_bed_bats_review,price_per_night,review_count,review_count_link,host_link,host_response_rate,listing_description,cleanliness_ratings,accuracy_ratings,check-in_ratings,communication_ratings,location_ratings,value_ratings,google_map_location_link,facilities,base_urls
https://www.airbnb.com/rooms/1097173110871453638?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-18&check_out=2024-06-23&source_impression_id=p3_1718486058_P3UodjTiTK1zbmxp&previous_page_section_name=1000&federated_search_id=e15639e4-d2c5-4b22-8636-d2d986e0d3fd,Sylhet,Home in Sylhet · 3 bedrooms · 3 baths,,,,https://www.airbnb.com/users/show/563412051,Response rate: 100%,"Relax with the whole family at this peaceful place to stay. (০১৭৩৫৬১৩০০৮) Very cozy place in high class residential area in main centre of Sylhet Upashahar  . Full house controlled by CCTV. Full time caretaker service available. 3 bedroom with 3 bathroom , big living room , dining and kitchen, 2 Balcony available. IPS available. If needed full time professional chef can be arrange (chef wages will be separated).",,,,,,,"https://maps.google.com/maps?ll=24.8859,91.88596&z=14&t=m&hl=en&gl=BD&mapclient=apiv3","['TV', 'Exterior security cameras on property', 'Wifi', 'Kitchen', 'Smoking allowed', 'Unavailable: Washer\nWasher', 'Unavailable: Dryer\nDryer', 'Unavailable: Air conditioning\nAir conditioning', 'Unavailable: Essentials\nEssentials', 'Unavailable: Smoke alarm\nSmoke alarm', 'Unavailable: Carbon monoxide alarm\nCarbon monoxide alarm', 'Unavailable: Heating\nHeating', 'Unavailable: Hot water\nHot water']",https://www.airbnb.com/rooms/1097173110871453638
https://www.airbnb.com/rooms/1014634844785096165?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-16&check_out=2024-06-21&source_impression_id=p3_1718486058_P3eBMmBcAsQgCRoM&previous_page_section_name=1000&federated_search_id=e15639e4-d2c5-4b22-8636-d2d986e0d3fd,Sylhet,Home in Sylhet · 4 bedrooms · 3 baths,,,,https://www.airbnb.com/users/show/544307468,Response rate: 100%,"Have fun with the whole family at this stylish place.

there are 2 Master Bedroom, 2 bedroom , larg Kitchen, Larg Dinning room, And extra larg  drawing room.
We Offer Free Wifi Service, Parking Zone. 

if You need to know Anything  you can massage us",,,,,,,"https://maps.google.com/maps?ll=24.898,91.8944&z=14&t=m&hl=en&gl=BD&mapclient=apiv3","['City skyline view', 'TV', 'Air conditioning', 'Exterior security cameras on property', 'Wifi', 'Kitchen', 'Free parking on premises', 'Pets allowed', 'Smoking allowed', 'Unavailable: Washer\nWasher', 'Unavailable: Dryer\nDryer', 'Unavailable: Essentials\nEssentials', 'Unavailable: Smoke alarm\nSmoke alarm', 'Unavailable: Carbon monoxide alarm\nCarbon monoxide alarm', 'Unavailable: Heating\nHeating', 'Unavailable: Hot water\nHot water']",https://www.airbnb.com/rooms/1014634844785096165
https://www.airbnb.com/rooms/36102528?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-16&check_out=2024-06-21&source_impression_id=p3_1718486058_P3CskU6mhfIX1I4J&previous_page_section_name=1000&federated_search_id=e15639e4-d2c5-4b22-8636-d2d986e0d3fd,Sylhet,Rental unit in Sylhet Sadar Upazila · ★4.50 · 3 bedrooms · 3 beds · 2 baths,,8 reviews,https://www.airbnb.com/rooms/36102528/reviews?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-16&check_out=2024-06-21&source_impression_id=p3_1718486058_P3CskU6mhfIX1I4J&previous_page_section_name=1000&federated_search_id=e15639e4-d2c5-4b22-8636-d2d986e0d3fd,https://www.airbnb.com/users/show/141149341,Response rate: 20%,,4.9,5.0,5.0,4.8,4.6,4.9,"https://maps.google.com/maps?ll=24.9359,91.9835&z=14&t=m&hl=en&gl=BD&mapclient=apiv3","['Washer – In unit', 'Essentials', 'Hangers', 'Air conditioning', 'Exterior security cameras on property', 'Smoke alarm', 'Carbon monoxide alarm', 'Wifi', 'Kitchen', 'Refrigerator', 'Microwave', 'Cooking basics', 'Dishes and silverware', 'Private entrance', 'Patio or balcony', 'Backyard', 'Free parking on premises', 'Free street parking', 'Pool', 'Unavailable: TV\nTV', 'Unavailable: Dryer\nDryer', 'Unavailable: Heating\nHeating', 'Unavailable: Hot water\nHot water']",https://www.airbnb.com/rooms/36102528
https://www.airbnb.com/rooms/912077614566458777?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-17&check_out=2024-06-24&source_impression_id=p3_1718486058_P3Kq1BtHAwR6Sk8s&previous_page_section_name=1000&federated_search_id=e15639e4-d2c5-4b22-8636-d2d986e0d3fd,Sylhet,Home in Sylhet · 5 bedrooms · 5 baths,,,,https://www.airbnb.com/users/show/519547478,Response rate: 100%,"Luxury and Modern Air Conditioned 5 Bedroom Holiday Villa / Basha in Kumar Para, Sylhet. 20 Minute Drive from Osmani Sylhet Airport. 

-Fully Furnished Building Including Cooker & Fridge. 
-3 Master Bedrooms, 2 Double Bedrooms, 2 Sitting Areas 
-6 Bathrooms Including 2 En-suites 
-Gas Cooker, Supply Water, Hot Water & Electricity Generator 
-Tiled Rooftop Terrace
-Driver Room & Facilities 
-Secure Private Parking for 2 Cars 
-Night Street Guard

Electricity Bill Not Included, WiFi at surcharge",,,,,,,"https://maps.google.com/maps?ll=24.90402,91.87589&z=14&t=m&hl=en&gl=BD&mapclient=apiv3","['Courtyard view', 'Bathtub', 'Bidet', 'Hot water', 'Essentials', 'Room-darkening shades', 'Drying rack for clothing', 'Safe', 'Window guards', 'Central air conditioning', 'Ceiling fan', 'Smoke alarm', 'Kitchen', 'Walton refrigerator', 'Dishes and silverware', 'Freezer', 'Dining table', 'Laundromat nearby', 'Outdoor dining area', 'Free parking on premises', 'Long term stays allowed', 'Host greets you', 'Unavailable: Exterior security cameras on property\nExterior security cameras on property', 'Unavailable: Wifi\nWifi', 'Unavailable: TV\nTV', 'Unavailable: Washer\nWasher', 'Unavailable: Dryer\nDryer', 'Unavailable: Carbon monoxide alarm\nCarbon monoxide alarm', 'Unavailable: Heating\nHeating']",https://www.airbnb.com/rooms/912077614566458777
https://www.airbnb.com/rooms/42148134?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-16&check_out=2024-06-21&source_impression_id=p3_1718486058_P3Cxpthe1tSfpAfW&previous_page_section_name=1000&federated_search_id=e15639e4-d2c5-4b22-8636-d2d986e0d3fd,Sylhet,Rental unit in Sylhet · ★4.0 · 4 bedrooms · 5 beds · 3 baths,,7 reviews,https://www.airbnb.com/rooms/42148134/reviews?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-16&check_out=2024-06-21&source_impression_id=p3_1718486058_P3Cxpthe1tSfpAfW&previous_page_section_name=1000&federated_search_id=e15639e4-d2c5-4b22-8636-d2d986e0d3fd,https://www.airbnb.com/users/show/204788274,Response rate: 100%,,4.4,4.3,4.6,4.3,4.1,4.1,"https://maps.google.com/maps?ll=24.90274,91.85956&z=14&t=m&hl=en&gl=BD&mapclient=apiv3","['Cleaning products', 'Shampoo', 'Hot water', 'Essentials', 'Hangers', 'Extra pillows and blankets', 'Room-darkening shades', 'Mosquito net', 'Clothing storage: wardrobe', 'Ethernet connection', 'HDTV', 'Air conditioning', 'Fire extinguisher', 'Wifi', 'Kitchen', 'Cooking basics', 'Dishes and silverware', 'Gas stove', 'Private entrance', 'Free parking on premises', 'Free street parking', 'Pets allowed', 'Smoking allowed', 'Unavailable: Exterior security cameras on property\nExterior security cameras on property', 'Unavailable: Washer\nWasher', 'Unavailable: Dryer\nDryer', 'Unavailable: Smoke alarm\nSmoke alarm', 'Unavailable: Carbon monoxide alarm\nCarbon monoxide alarm', 'Unavailable: Heating\nHeating']",https://www.airbnb.com/rooms/42148134
https://www.airbnb.com/rooms/1026552804723400436?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-17&check_out=2024-06-22&source_impression_id=p3_1718486058_P3dzu_vT3NznkMaX&previous_page_section_name=1000&federated_search_id=e15639e4-d2c5-4b22-8636-d2d986e0d3fd,Sylhet,Home in Sylhet · 4 bedrooms · 5 beds · 3 baths,,,,https://www.airbnb.com/users/show/454398165,,Bring the whole family to this great place with lots of room for fun.,,,,,,,"https://maps.google.com/maps?ll=24.8958,91.859&z=14&t=m&hl=en&gl=BD&mapclient=apiv3","['TV', 'Air conditioning', 'Exterior security cameras on property', 'Wifi', 'Kitchen', 'Free parking on premises', 'Unavailable: Washer\nWasher', 'Unavailable: Dryer\nDryer', 'Unavailable: Essentials\nEssentials', 'Unavailable: Smoke alarm\nSmoke alarm', 'Unavailable: Carbon monoxide alarm\nCarbon monoxide alarm', 'Unavailable: Heating\nHeating', 'Unavailable: Hot water\nHot water']",https://www.airbnb.com/rooms/1026552804723400436
https://www.airbnb.com/rooms/53943255?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-16&check_out=2024-06-21&source_impression_id=p3_1718486058_P3NCafEoU6TUefcO&previous_page_section_name=1000&federated_search_id=e15639e4-d2c5-4b22-8636-d2d986e0d3fd,Sylhet,Resort in Sylhet District · 10 bedrooms · 14.5 shared baths,,,,https://www.airbnb.com/users/show/436603739,Response rate: 100%,,,,,,,,"https://maps.google.com/maps?ll=24.90006,91.91601&z=14&t=m&hl=en&gl=BD&mapclient=apiv3","['TV', 'Exercise equipment', 'Pool table', 'Air conditioning', 'Indoor fireplace', 'Exterior security cameras on property', 'Smoke alarm', 'First aid kit', 'Wifi', 'Dedicated workspace', 'Kitchen', 'Fire pit', 'Outdoor dining area', 'BBQ grill', 'Free parking on premises', 'Pool', 'Pets allowed', 'Smoking allowed', 'Unavailable: Washer\nWasher', 'Unavailable: Dryer\nDryer', 'Unavailable: Essentials\nEssentials', 'Unavailable: Carbon monoxide alarm\nCarbon monoxide alarm', 'Unavailable: Heating\nHeating', 'Unavailable: Hot water\nHot water']",https://www.airbnb.com/rooms/53943255
https://www.airbnb.com/rooms/35508148?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-17&check_out=2024-06-24&source_impression_id=p3_1718486060_P3GZXqwE1lRKmyDG&previous_page_section_name=1000&federated_search_id=2f2f5244-e838-4de0-af38-a256090d5a7b,Sylhet,Rental unit in Sylhet · 3 bedrooms · 3 beds · 3.5 baths,,1 review,https://www.airbnb.com/rooms/35508148/reviews?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-17&check_out=2024-06-24&source_impression_id=p3_1718486060_P3GZXqwE1lRKmyDG&previous_page_section_name=1000&federated_search_id=2f2f5244-e838-4de0-af38-a256090d5a7b,https://www.airbnb.com/users/show/173763827,Response rate: 100%,,,,,,,,"https://maps.google.com/maps?ll=24.90461,91.90887&z=14&t=m&hl=en&gl=BD&mapclient=apiv3","['Hair dryer', 'Cleaning products', 'Hot water', 'Essentials', 'Hangers', 'Bed linens', 'Extra pillows and blankets', 'Room-darkening shades', 'Iron', 'Drying rack for clothing', 'Clothing storage: closet and dresser', 'Ethernet connection', 'Window guards', 'Air conditioning', 'Ceiling fan', 'Heating', 'Exterior security cameras on property', 'Wifi', 'Kitchen', 'Refrigerator', 'Microwave', 'Cooking basics', 'Dishes and silverware', 'Freezer', 'Gas stove', 'Hot water kettle', 'Toaster', 'Rice maker', 'Dining table', 'Private entrance', 'Laundromat nearby', 'Private patio or balcony', 'Private backyard – Fully fenced', 'Free parking on premises', 'Free street parking', 'Paid parking lot off premises', 'Paid parking on premises', 'Luggage dropoff allowed', 'Long term stays allowed', 'Self check-in', 'Building staff', 'Unavailable: TV\nTV', 'Unavailable: Washer\nWasher', 'Unavailable: Dryer\nDryer', 'Unavailable: Smoke alarm\nSmoke alarm', 'Unavailable: Carbon monoxide alarm\nCarbon monoxide alarm']",https://www.airbnb.com/rooms/35508148
https://www.airbnb.com/rooms/53172512?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-16&check_out=2024-06-21&source_impression_id=p3_1718486060_P3tgY9wtPyRjPD_4&previous_page_section_name=1000&federated_search_id=2f2f5244-e838-4de0-af38-a256090d5a7b,Sylhet,Home in Sylhet · 4 bedrooms · 1 bed · 3 baths,,2 reviews,https://www.airbnb.com/rooms/53172512/reviews?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-16&check_out=2024-06-21&source_impression_id=p3_1718486060_P3tgY9wtPyRjPD_4&previous_page_section_name=1000&federated_search_id=2f2f5244-e838-4de0-af38-a256090d5a7b,https://www.airbnb.com/users/show/148437502,Response rate: 100%,,,,,,,,"https://maps.google.com/maps?ll=24.88895,91.89411&z=14&t=m&hl=en&gl=BD&mapclient=apiv3","['City skyline view', 'Washer', 'Smoke alarm', 'Carbon monoxide alarm', 'Refrigerator', 'Dishes and silverware', 'Shared patio or balcony', 'Backyard', 'Outdoor furniture', 'Private hot tub', 'Unavailable: Exterior security cameras on property\nExterior security cameras on property', 'Unavailable: Kitchen\nKitchen', 'Unavailable: Wifi\nWifi', 'Unavailable: TV\nTV', 'Unavailable: Dryer\nDryer', 'Unavailable: Air conditioning\nAir conditioning', 'Unavailable: Essentials\nEssentials', 'Unavailable: Heating\nHeating', 'Unavailable: Hot water\nHot water']",https://www.airbnb.com/rooms/53172512
https://www.airbnb.com/rooms/1078684095489282080?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-01&check_out=2024-08-06&source_impression_id=p3_1718486060_P3EVNvqcizx0XG4N&previous_page_section_name=1000&federated_search_id=2f2f5244-e838-4de0-af38-a256090d5a7b,Sylhet,Rental unit in Sylhet · 6 bedrooms · 6 beds · 7.5 baths,,,,https://www.airbnb.com/users/show/436197987,Response rate: 100%,Bring the whole family to this great place with lots of room for fun.,,,,,,,"https://maps.google.com/maps?ll=24.90795,91.85663&z=14&t=m&hl=en&gl=BD&mapclient=apiv3","['Hair dryer', 'Cleaning products', 'Shampoo', 'Hot water', 'Washer', 'Essentials', 'Hangers', 'Bed linens', 'Extra pillows and blankets', 'Room-darkening shades', 'Iron', 'Drying rack for clothing', 'Mosquito net', 'Clothing storage: closet and wardrobe', 'TV', 'Pool table', 'Mini golf', 'Air conditioning', 'Ceiling fan', 'Portable fans', 'Smoke alarm', 'Carbon monoxide alarm', 'Fire extinguisher', 'First aid kit', 'Wifi', 'Dedicated workspace', 'Kitchen', 'Refrigerator', 'Microwave', 'Cooking basics', 'Dishes and silverware', 'Freezer', 'Dishwasher', 'Gas stove', 'Hot water kettle', 'Coffee maker', 'Toaster', 'Dining table', 'Coffee', 'Private patio or balcony', 'Free parking on premises', 'Elevator', 'Pets allowed', 'Luggage dropoff allowed', 'Cleaning available during stay', 'Host greets you', 'Unavailable: Exterior security cameras on property\nExterior security cameras on property', 'Unavailable: Dryer\nDryer', 'Unavailable: Heating\nHeating']",https://www.airbnb.com/rooms/1078684095489282080
https://www.airbnb.com/rooms/653182073739848007?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-07-04&check_out=2024-07-09&source_impression_id=p3_1718486060_P3hhVV7g5n1nr-W1&previous_page_section_name=1000&federated_search_id=2f2f5244-e838-4de0-af38-a256090d5a7b,Sylhet,Bungalow in Sylhet · ★4.67 · 2 bedrooms · 2 baths,,3 reviews,https://www.airbnb.com/rooms/653182073739848007/reviews?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-07-04&check_out=2024-07-09&source_impression_id=p3_1718486060_P3hhVV7g5n1nr-W1&previous_page_section_name=1000&federated_search_id=2f2f5244-e838-4de0-af38-a256090d5a7b,https://www.airbnb.com/users/show/190211583,Response rate: 100%,"This is an Assam-type south facing bungalow designed with roofing of multiple facets. One can enjoy the rhythmic sound of rain drops while raining. U-shaped spacious verandah with spotlights in the ceiling and cozy chairs with tea table will provide excellent experience of leisure. It has lush green lawn with seasonal flower and trees of different species.
The bungalow is located very close to VIP road at Sheikhghat, a prime location of Sylhet city.",4.7,4.7,5.0,4.7,4.7,4.7,"https://maps.google.com/maps?ll=24.89068,91.85882&z=14&t=m&hl=en&gl=BD&mapclient=apiv3","['Hair dryer', 'Cleaning products', 'Body soap', 'Hot water', 'Essentials', 'Iron', '32 inch HDTV with standard cable', 'AC - split type ductless system', 'Ceiling fan', 'First aid kit', 'Wifi', 'Dedicated workspace', 'Kitchen', 'Refrigerator', 'Microwave', 'Cooking basics', 'Dishes and silverware', 'Freezer', 'Dining table', 'Outdoor dining area', 'Free parking on premises', 'Smoking allowed', 'Unavailable: Exterior security cameras on property\nExterior security cameras on property', 'Unavailable: Washer\nWasher', 'Unavailable: Dryer\nDryer', 'Unavailable: Smoke alarm\nSmoke alarm', 'Unavailable: Carbon monoxide alarm\nCarbon monoxide alarm', 'Unavailable: Heating\nHeating']",https://www.airbnb.com/rooms/653182073739848007
https://www.airbnb.com/rooms/53349480?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-16&check_out=2024-06-21&source_impression_id=p3_1718486060_P32Gk2G1Z4ydml6I&previous_page_section_name=1000&federated_search_id=2f2f5244-e838-4de0-af38-a256090d5a7b,Sylhet,Villa in Sylhet · 5 bedrooms · 5 beds · 4 baths,,,,https://www.airbnb.com/users/show/431956006,Response rate: 100%,A stylish modern duplex apartment house located in the centre of Sylhet town. The apartment comes with its own private parking and caretaker. It is a very minimalist and stylish apartment with a very fresh look and feel. Its is very spacious and has plenty of light throughout the house due to very large windows. It has 3 ensuite master bedrooms and 1 shared bathroom and toilet. It has a very spacious living and dining room area and remains very cool throughout the year due to it's openness!,,,,,,,"https://maps.google.com/maps?ll=24.891638,91.887354&z=14&t=m&hl=en&gl=BD&mapclient=apiv3","['Bathtub', 'Cleaning products', 'Bidet', 'Hot water', 'Essentials', 'Bed linens', 'Extra pillows and blankets', 'Room-darkening shades', 'Mosquito net', 'Clothing storage: closet and dresser', 'TV', 'Air conditioning', 'Ceiling fan', 'Kitchen', 'Cooking basics', 'Dishes and silverware', 'Freezer', 'Hot water kettle', 'Dining table', 'Private entrance', 'Free residential garage on premises – 2 spaces', 'Smoking allowed', 'Long term stays allowed', 'Host greets you', 'Unavailable: Exterior security cameras on property\nExterior security cameras on property', 'Unavailable: Wifi\nWifi', 'Unavailable: Washer\nWasher', 'Unavailable: Dryer\nDryer', 'Unavailable: Smoke alarm\nSmoke alarm', 'Unavailable: Carbon monoxide alarm\nCarbon monoxide alarm', 'Unavailable: Heating\nHeating']",https://www.airbnb.com/rooms/53349480
https://www.airbnb.com/rooms/898843822406678872?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2025-01-01&check_out=2025-01-06&source_impression_id=p3_1718486060_P3OT3qiVqxOCE3fP&previous_page_section_name=1000&federated_search_id=2f2f5244-e838-4de0-af38-a256090d5a7b,Sylhet,Home in Sylhet · ★5.0 · 3 bedrooms · 4 beds · 2 baths,,,,https://www.airbnb.com/users/show/19983930,Response rate: 100%,"Your family will be close to everything when you stay at this centrally located place. Very quiet never hoods close to everything gorgeous Sylhet has to offer 
 and has pretty easy access to the town. The best budget place stay for family living. 24 hours surveillance cameras for you security and safety.",4.7,4.8,5.0,5.0,5.0,4.7,"https://maps.google.com/maps?ll=24.89397,91.88825&z=14&t=m&hl=en&gl=BD&mapclient=apiv3","['TV', 'Exterior security cameras on property', 'Wifi', 'Kitchen', 'Free parking on premises', 'Unavailable: Washer\nWasher', 'Unavailable: Dryer\nDryer', 'Unavailable: Air conditioning\nAir conditioning', 'Unavailable: Essentials\nEssentials', 'Unavailable: Smoke alarm\nSmoke alarm', 'Unavailable: Carbon monoxide alarm\nCarbon monoxide alarm', 'Unavailable: Heating\nHeating', 'Unavailable: Hot water\nHot water']",https://www.airbnb.com/rooms/898843822406678872
https://www.airbnb.com/rooms/1068890638156846555?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-17&check_out=2024-06-22&source_impression_id=p3_1718486060_P3jyCHO7y7PRfASR&previous_page_section_name=1000&federated_search_id=2f2f5244-e838-4de0-af38-a256090d5a7b,Sylhet,Rental unit in Sylhet · 3 bedrooms · 3 beds · 2 baths,,,,https://www.airbnb.com/users/show/432008656,Response rate: 100%,Get comfortable and enjoy plenty of extra room at this spacious place.,,,,,,,"https://maps.google.com/maps?ll=24.8879,91.8873&z=14&t=m&hl=en&gl=BD&mapclient=apiv3","['Kitchen', 'Free parking on premises', 'Unavailable: Exterior security cameras on property\nExterior security cameras on property', 'Unavailable: Wifi\nWifi', 'Unavailable: TV\nTV', 'Unavailable: Washer\nWasher', 'Unavailable: Dryer\nDryer', 'Unavailable: Air conditioning\nAir conditioning', 'Unavailable: Essentials\nEssentials', 'Unavailable: Smoke alarm\nSmoke alarm', 'Unavailable: Carbon monoxide alarm\nCarbon monoxide alarm', 'Unavailable: Heating\nHeating', 'Unavailable: Hot water\nHot water']",https://www.airbnb.com/rooms/1068890638156846555
https://www.airbnb.com/rooms/40002746?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-17&check_out=2024-06-22&source_impression_id=p3_1718486060_P3QKXOBluKXgdeKX&previous_page_section_name=1000&federated_search_id=2f2f5244-e838-4de0-af38-a256090d5a7b,Sylhet,Rental unit in Sylhet · ★3.67 · 3 bedrooms · 2 beds · 2 baths,,3 reviews,https://www.airbnb.com/rooms/40002746/reviews?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-17&check_out=2024-06-22&source_impression_id=p3_1718486060_P3QKXOBluKXgdeKX&previous_page_section_name=1000&federated_search_id=2f2f5244-e838-4de0-af38-a256090d5a7b,https://www.airbnb.com/users/show/173763827,Response rate: 100%,,5.0,3.7,3.7,3.7,3.7,4.0,"https://maps.google.com/maps?ll=24.90467,91.90884&z=14&t=m&hl=en&gl=BD&mapclient=apiv3","['Cleaning products', 'Hot water', 'Essentials', 'Hangers', 'Bed linens', 'Extra pillows and blankets', 'Room-darkening shades', 'Iron', 'Clothing storage: closet and dresser', 'Ethernet connection', 'Window guards', 'Window AC unit', 'Ceiling fan', 'Heating', 'Exterior security cameras on property', 'Wifi', 'Kitchen', 'Refrigerator', 'Microwave', 'Dishes and silverware', 'Freezer', 'Stove', 'Hot water kettle', 'Dining table', 'Private entrance', 'Laundromat nearby', 'Private patio or balcony', 'Shared backyard – Fully fenced', 'Free driveway parking on premises', 'Free street parking', 'Paid parking lot on premises – 1 space', 'Luggage dropoff allowed', 'Long term stays allowed', 'Self check-in', 'Building staff', 'Unavailable: TV\nTV', 'Unavailable: Washer\nWasher', 'Unavailable: Dryer\nDryer', 'Unavailable: Smoke alarm\nSmoke alarm', 'Unavailable: Carbon monoxide alarm\nCarbon monoxide alarm']",https://www.airbnb.com/rooms/40002746
https://www.airbnb.com/rooms/717880417474794865?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-16&check_out=2024-06-21&source_impression_id=p3_1718486060_P3WzLQfu3CJTlWVP&previous_page_section_name=1000&federated_search_id=2f2f5244-e838-4de0-af38-a256090d5a7b,Sylhet,Condo in Sylhet · 3 bedrooms · 3 beds · 2 baths,,,,https://www.airbnb.com/users/show/305658624,Response rate: 100%,Your family will be close to everything when you stay at this centrally-located place.walking distance from zinda bazar.,,,,,,,"https://maps.google.com/maps?ll=24.89508,91.86758&z=14&t=m&hl=en&gl=BD&mapclient=apiv3","['Cleaning products', 'Washer', 'Essentials', 'TV', 'Exterior security cameras on property', 'Wifi', 'Kitchen', 'Free parking on premises', 'Unavailable: Dryer\nDryer', 'Unavailable: Air conditioning\nAir conditioning', 'Unavailable: Smoke alarm\nSmoke alarm', 'Unavailable: Carbon monoxide alarm\nCarbon monoxide alarm', 'Unavailable: Heating\nHeating', 'Unavailable: Hot water\nHot water']",https://www.airbnb.com/rooms/717880417474794865
https://www.airbnb.com/rooms/38720028?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=857908058&search_mode=regular_search&check_in=2024-06-17&check_out=2024-06-22&source_impression_id=p3_1718486060_P3TiAp-h__fUtcYq&previous_page_section_name=1000&federated_search_id=2f2f5244-e838-4de0-af38-a256090d5a7b,Sylhet,Condo in Sylhet · ★5.0 · 2 bedrooms · 1.5 baths,,3 reviews,https://www.airbnb.com/rooms/38720028/reviews?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=857908058&search_mode=regular_search&check_in=2024-06-17&check_out=2024-06-22&source_impression_id=p3_1718486060_P3TiAp-h__fUtcYq&previous_page_section_name=1000&federated_search_id=2f2f5244-e838-4de0-af38-a256090d5a7b,https://www.airbnb.com/users/show/292138521,Response rate: 75%,"A mind-blowing  place in the heart & centre of Sylhet Town. Located a min walk from Amborkhana point.  12 min Drive from Osmani International Airport, Close to most famous Tea Gardens in Sylhet, 5 min walk from famous Shahjalal Dargah Sarif,  walking distance to all shopping area of Chowatta/ Zinda Bazar, a beautiful location for transport around Sylhet, This above apartment set on 5th floor with no lift, STAIRS ONLY. It is a highly  secure and  Luxurious Apartment  with amazing roof top view",4.7,5.0,5.0,5.0,4.7,5.0,"https://maps.google.com/maps?ll=24.90388,91.86793&z=14&t=m&hl=en&gl=BD&mapclient=apiv3","['Hair dryer', 'Shampoo', 'Hangers', 'Iron', 'HDTV with Fire TV, HBO Max, premium cable', 'Exercise equipment', 'AC - split type ductless system', 'Heating', 'Wifi', 'Refrigerator', 'Dishes and silverware', 'Coffee maker', 'Shared backyard – Fully fenced', 'Private gym in building', 'Unavailable: Lock on bedroom door\nLock on bedroom door', 'Unavailable: Kitchen\nKitchen', 'Unavailable: Washer\nWasher', 'Unavailable: Dryer\nDryer', 'Unavailable: Essentials\nEssentials', 'Unavailable: Smoke alarm\nSmoke alarm', 'Unavailable: Carbon monoxide alarm\nCarbon monoxide alarm', 'Unavailable: Hot water\nHot water']",https://www.airbnb.com/rooms/38720028
https://www.airbnb.com/rooms/42906748?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=986150988&search_mode=regular_search&check_in=2024-06-16&check_out=2024-06-21&source_impression_id=p3_1718486060_P3QAkaOjjwepuxsr&previous_page_section_name=1000&federated_search_id=2f2f5244-e838-4de0-af38-a256090d5a7b,Sylhet,Bed and breakfast in সিলেট · 1 bedroom · 2 beds · 1 private bath,,,,https://www.airbnb.com/users/show/21859941,Response rate: 100%,Very close Sylhet Mazar & On the way of Airport,,,,,,,"https://maps.google.com/maps?ll=24.91228,91.8725&z=14&t=m&hl=en&gl=BD&mapclient=apiv3","['Shampoo', 'Essentials', 'Hangers', 'TV', 'Air conditioning', 'Lock on bedroom door', 'Smoke alarm', 'Fire extinguisher', 'First aid kit', 'Wifi', 'Kitchen', 'Private entrance', 'Free parking on premises', 'Private living room', 'Breakfast', 'Unavailable: Exterior security cameras on property\nExterior security cameras on property', 'Unavailable: Washer\nWasher', 'Unavailable: Dryer\nDryer', 'Unavailable: Carbon monoxide alarm\nCarbon monoxide alarm', 'Unavailable: Heating\nHeating', 'Unavailable: Hot water\nHot water']",https://www.airbnb.com/rooms/42906748
